time,V(1),V(2),V(3),I(V1),I(R1),I(L1),I(C1)
3.767000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.768000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.769000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.770000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.771000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.772000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.773000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.774000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.775000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.776000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.777000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.778000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.779000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.780000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.781000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.782000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.783000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.784000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.785000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.786000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.787000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.788000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.789000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.790000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.791000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.792000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.793000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.794000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.795000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.796000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.797000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.798000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.799000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.800000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.801000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.802000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.803000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.804000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.805000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.806000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.807000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.808000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.809000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.810000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.811000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.812000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.813000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.814000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.815000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.816000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.817000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.818000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.819000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.820000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.821000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.822000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.823000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.824000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.825000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.826000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.827000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.828000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.829000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.830000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.831000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.832000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.833000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.834000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.835000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.836000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.837000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.838000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.839000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.840000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.841000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.842000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.843000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.844000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.845000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.846000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.847000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.848000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.849000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.850000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.851000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.852000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.853000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.854000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.855000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.856000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.857000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.858000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.859000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.860000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.861000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.862000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.863000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.864000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.865000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.866000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.867000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.868000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.869000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.870000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.871000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.872000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.873000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.874000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.875000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.876000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.877000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.878000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.879000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.880000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.881000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.882000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.883000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.884000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.885000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.886000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.887000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.888000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.889000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.890000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.891000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.892000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.893000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.894000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.895000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.896000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.897000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.898000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.899000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.900000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.901000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.902000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.903000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.904000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.905000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.906000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.907000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.908000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.909000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.910000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.911000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.912000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.913000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.914000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.915000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.916000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.917000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.918000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.919000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.920000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.921000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.922000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.923000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.924000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.925000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.926000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.927000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.928000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.929000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.930000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.931000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.932000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.933000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.934000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.935000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.936000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.937000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.938000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.939000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.940000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.941000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.942000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.943000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.944000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.945000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.946000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.947000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.948000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.949000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.950000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.951000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.952000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.953000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.954000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.955000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.956000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.957000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.958000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.959000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.960000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.961000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.962000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.963000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.964000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.965000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.966000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.967000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.968000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.969000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.970000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.971000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.972000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.973000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.974000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.975000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.976000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.977000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.978000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
3.979000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
3.980000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
