time,V(1),V(2),V(3),I(V1),I(R1),I(L1),I(C1)
2.083000e-03,1.000000e+00,9.999922e-01,1.000014e+00,-7.754023e-07,7.754023e-07,7.754023e-07,2.000027e+00
2.084000e-03,1.000000e+00,9.999925e-01,1.000015e+00,-7.534461e-07,7.534461e-07,7.534461e-07,2.000029e+00
2.085000e-03,1.000000e+00,9.999927e-01,1.000015e+00,-7.309588e-07,7.309588e-07,7.309588e-07,2.000030e+00
2.086000e-03,1.000000e+00,9.999929e-01,1.000016e+00,-7.079680e-07,7.079680e-07,7.079680e-07,2.000032e+00
2.087000e-03,1.000000e+00,9.999932e-01,1.000017e+00,-6.845017e-07,6.845017e-07,6.845017e-07,2.000033e+00
2.088000e-03,1.000000e+00,9.999934e-01,1.000018e+00,-6.605878e-07,6.605878e-07,6.605878e-07,2.000034e+00
2.089000e-03,1.000000e+00,9.999936e-01,1.000018e+00,-6.362548e-07,6.362548e-07,6.362548e-07,2.000036e+00
2.090000e-03,1.000000e+00,9.999939e-01,1.000019e+00,-6.115308e-07,6.115308e-07,6.115308e-07,2.000037e+00
2.091000e-03,1.000000e+00,9.999941e-01,1.000019e+00,-5.864445e-07,5.864445e-07,5.864445e-07,2.000038e+00
2.092000e-03,1.000000e+00,9.999944e-01,1.000020e+00,-5.610243e-07,5.610243e-07,5.610243e-07,2.000039e+00
2.093000e-03,1.000000e+00,9.999946e-01,1.000021e+00,-5.352990e-07,5.352990e-07,5.352990e-07,2.000040e+00
2.094000e-03,1.000000e+00,9.999949e-01,1.000021e+00,-5.092970e-07,5.092970e-07,5.092970e-07,2.000042e+00
2.095000e-03,1.000000e+00,9.999952e-01,1.000022e+00,-4.830470e-07,4.830470e-07,4.830470e-07,2.000043e+00
2.096000e-03,1.000000e+00,9.999954e-01,1.000022e+00,-4.565777e-07,4.565777e-07,4.565777e-07,2.000044e+00
2.097000e-03,1.000000e+00,9.999957e-01,1.000022e+00,-4.299175e-07,4.299175e-07,4.299175e-07,2.000044e+00
2.098000e-03,1.000000e+00,9.999960e-01,1.000023e+00,-4.030948e-07,4.030948e-07,4.030948e-07,2.000045e+00
2.099000e-03,1.000000e+00,9.999962e-01,1.000023e+00,-3.761379e-07,3.761379e-07,3.761379e-07,2.000046e+00
2.100000e-03,1.000000e+00,9.999965e-01,1.000024e+00,-3.490751e-07,3.490751e-07,3.490751e-07,2.000047e+00
2.101000e-03,1.000000e+00,9.999968e-01,1.000024e+00,-3.219342e-07,3.219342e-07,3.219342e-07,2.000048e+00
2.102000e-03,1.000000e+00,9.999971e-01,1.000024e+00,-2.947430e-07,2.947430e-07,2.947430e-07,2.000048e+00
2.103000e-03,1.000000e+00,9.999973e-01,1.000025e+00,-2.675291e-07,2.675291e-07,2.675291e-07,2.000049e+00
2.104000e-03,1.000000e+00,9.999976e-01,1.000025e+00,-2.403198e-07,2.403198e-07,2.403198e-07,2.000049e+00
2.105000e-03,1.000000e+00,9.999979e-01,1.000025e+00,-2.131422e-07,2.131422e-07,2.131422e-07,2.000050e+00
2.106000e-03,1.000000e+00,9.999981e-01,1.000025e+00,-1.860228e-07,1.860228e-07,1.860228e-07,2.000050e+00
2.107000e-03,1.000000e+00,9.999984e-01,1.000025e+00,-1.589882e-07,1.589882e-07,1.589882e-07,2.000051e+00
2.108000e-03,1.000000e+00,9.999987e-01,1.000026e+00,-1.320643e-07,1.320643e-07,1.320643e-07,2.000051e+00
2.109000e-03,1.000000e+00,9.999989e-01,1.000026e+00,-1.052769e-07,1.052769e-07,1.052769e-07,2.000051e+00
2.110000e-03,1.000000e+00,9.999992e-01,1.000026e+00,-7.865130e-08,7.865130e-08,7.865130e-08,2.000051e+00
2.111000e-03,1.000000e+00,9.999995e-01,1.000026e+00,-5.221228e-08,5.221228e-08,5.221228e-08,2.000052e+00
2.112000e-03,1.000000e+00,9.999997e-01,1.000026e+00,-2.598433e-08,2.598433e-08,2.598433e-08,2.000052e+00
2.113000e-03,1.000000e+00,1.000000e+00,1.000026e+00,8.560628e-12,-8.560641e-12,-8.560626e-12,2.000052e+00
2.114000e-03,1.000000e+00,1.000000e+00,1.000026e+00,2.574287e-08,-2.574287e-08,-2.574287e-08,2.000052e+00
2.115000e-03,1.000000e+00,1.000001e+00,1.000026e+00,5.119557e-08,-5.119557e-08,-5.119557e-08,2.000052e+00
2.116000e-03,1.000000e+00,1.000001e+00,1.000026e+00,7.634415e-08,-7.634415e-08,-7.634415e-08,2.000052e+00
2.117000e-03,1.000000e+00,1.000001e+00,1.000026e+00,1.011666e-07,-1.011666e-07,-1.011666e-07,2.000051e+00
2.118000e-03,1.000000e+00,1.000001e+00,1.000026e+00,1.256415e-07,-1.256415e-07,-1.256415e-07,2.000051e+00
2.119000e-03,1.000000e+00,1.000001e+00,1.000025e+00,1.497479e-07,-1.497479e-07,-1.497479e-07,2.000051e+00
2.120000e-03,1.000000e+00,1.000002e+00,1.000025e+00,1.734656e-07,-1.734656e-07,-1.734656e-07,2.000051e+00
2.121000e-03,1.000000e+00,1.000002e+00,1.000025e+00,1.967748e-07,-1.967748e-07,-1.967748e-07,2.000050e+00
2.122000e-03,1.000000e+00,1.000002e+00,1.000025e+00,2.196563e-07,-2.196563e-07,-2.196563e-07,2.000050e+00
2.123000e-03,1.000000e+00,1.000002e+00,1.000025e+00,2.420917e-07,-2.420917e-07,-2.420917e-07,2.000049e+00
2.124000e-03,1.000000e+00,1.000003e+00,1.000024e+00,2.640631e-07,-2.640631e-07,-2.640631e-07,2.000049e+00
2.125000e-03,1.000000e+00,1.000003e+00,1.000024e+00,2.855533e-07,-2.855533e-07,-2.855533e-07,2.000048e+00
2.126000e-03,1.000000e+00,1.000003e+00,1.000024e+00,3.065456e-07,-3.065456e-07,-3.065456e-07,2.000048e+00
2.127000e-03,1.000000e+00,1.000003e+00,1.000023e+00,3.270241e-07,-3.270241e-07,-3.270241e-07,2.000047e+00
2.128000e-03,1.000000e+00,1.000003e+00,1.000023e+00,3.469736e-07,-3.469736e-07,-3.469736e-07,2.000047e+00
2.129000e-03,1.000000e+00,1.000004e+00,1.000023e+00,3.663795e-07,-3.663795e-07,-3.663795e-07,2.000046e+00
2.130000e-03,1.000000e+00,1.000004e+00,1.000022e+00,3.852279e-07,-3.852279e-07,-3.852279e-07,2.000045e+00
2.131000e-03,1.000000e+00,1.000004e+00,1.000022e+00,4.035056e-07,-4.035056e-07,-4.035056e-07,2.000044e+00
2.132000e-03,1.000000e+00,1.000004e+00,1.000022e+00,4.212000e-07,-4.212000e-07,-4.212000e-07,2.000044e+00
2.133000e-03,1.000000e+00,1.000004e+00,1.000021e+00,4.382995e-07,-4.382995e-07,-4.382995e-07,2.000043e+00
2.134000e-03,1.000000e+00,1.000005e+00,1.000021e+00,4.547928e-07,-4.547928e-07,-4.547928e-07,2.000042e+00
2.135000e-03,1.000000e+00,1.000005e+00,1.000020e+00,4.706696e-07,-4.706696e-07,-4.706696e-07,2.000041e+00
2.136000e-03,1.000000e+00,1.000005e+00,1.000020e+00,4.859203e-07,-4.859203e-07,-4.859203e-07,2.000040e+00
2.137000e-03,1.000000e+00,1.000005e+00,1.000019e+00,5.005359e-07,-5.005359e-07,-5.005359e-07,2.000039e+00
2.138000e-03,1.000000e+00,1.000005e+00,1.000019e+00,5.145081e-07,-5.145081e-07,-5.145081e-07,2.000038e+00
2.139000e-03,1.000000e+00,1.000005e+00,1.000018e+00,5.278296e-07,-5.278296e-07,-5.278296e-07,2.000037e+00
2.140000e-03,1.000000e+00,1.000005e+00,1.000018e+00,5.404935e-07,-5.404935e-07,-5.404935e-07,2.000036e+00
2.141000e-03,1.000000e+00,1.000006e+00,1.000017e+00,5.524937e-07,-5.524937e-07,-5.524937e-07,2.000035e+00
2.142000e-03,1.000000e+00,1.000006e+00,1.000017e+00,5.638249e-07,-5.638249e-07,-5.638249e-07,2.000034e+00
2.143000e-03,1.000000e+00,1.000006e+00,1.000016e+00,5.744825e-07,-5.744825e-07,-5.744825e-07,2.000033e+00
2.144000e-03,1.000000e+00,1.000006e+00,1.000015e+00,5.844627e-07,-5.844627e-07,-5.844627e-07,2.000032e+00
2.145000e-03,1.000000e+00,1.000006e+00,1.000015e+00,5.937621e-07,-5.937621e-07,-5.937621e-07,2.000030e+00
2.146000e-03,1.000000e+00,1.000006e+00,1.000014e+00,6.023784e-07,-6.023784e-07,-6.023784e-07,2.000029e+00
2.147000e-03,1.000000e+00,1.000006e+00,1.000014e+00,6.103097e-07,-6.103097e-07,-6.103097e-07,2.000028e+00
2.148000e-03,1.000000e+00,1.000006e+00,1.000013e+00,6.175550e-07,-6.175550e-07,-6.175550e-07,2.000027e+00
2.149000e-03,1.000000e+00,1.000006e+00,1.000012e+00,6.241139e-07,-6.241139e-07,-6.241139e-07,2.000026e+00
2.150000e-03,1.000000e+00,1.000006e+00,1.000012e+00,6.299867e-07,-6.299867e-07,-6.299867e-07,2.000024e+00
2.151000e-03,1.000000e+00,1.000006e+00,1.000011e+00,6.351744e-07,-6.351744e-07,-6.351744e-07,2.000023e+00
2.152000e-03,1.000000e+00,1.000006e+00,1.000011e+00,6.396786e-07,-6.396786e-07,-6.396786e-07,2.000022e+00
2.153000e-03,1.000000e+00,1.000006e+00,1.000010e+00,6.435017e-07,-6.435017e-07,-6.435017e-07,2.000020e+00
2.154000e-03,1.000000e+00,1.000006e+00,1.000009e+00,6.466466e-07,-6.466466e-07,-6.466466e-07,2.000019e+00
2.155000e-03,1.000000e+00,1.000006e+00,1.000009e+00,6.491169e-07,-6.491169e-07,-6.491169e-07,2.000018e+00
2.156000e-03,1.000000e+00,1.000007e+00,1.000008e+00,6.509169e-07,-6.509169e-07,-6.509169e-07,2.000017e+00
2.157000e-03,1.000000e+00,1.000007e+00,1.000007e+00,6.520516e-07,-6.520516e-07,-6.520516e-07,2.000015e+00
2.158000e-03,1.000000e+00,1.000007e+00,1.000007e+00,6.525263e-07,-6.525263e-07,-6.525263e-07,2.000014e+00
2.159000e-03,1.000000e+00,1.000007e+00,1.000006e+00,6.523471e-07,-6.523471e-07,-6.523471e-07,2.000013e+00
2.160000e-03,1.000000e+00,1.000007e+00,1.000005e+00,6.515208e-07,-6.515208e-07,-6.515208e-07,2.000011e+00
2.161000e-03,1.000000e+00,1.000007e+00,1.000005e+00,6.500546e-07,-6.500546e-07,-6.500546e-07,2.000010e+00
2.162000e-03,1.000000e+00,1.000006e+00,1.000004e+00,6.479563e-07,-6.479563e-07,-6.479563e-07,2.000009e+00
2.163000e-03,1.000000e+00,1.000006e+00,1.000003e+00,6.452343e-07,-6.452343e-07,-6.452343e-07,2.000007e+00
2.164000e-03,1.000000e+00,1.000006e+00,1.000003e+00,6.418975e-07,-6.418975e-07,-6.418975e-07,2.000006e+00
2.165000e-03,1.000000e+00,1.000006e+00,1.000002e+00,6.379554e-07,-6.379554e-07,-6.379554e-07,2.000005e+00
2.166000e-03,1.000000e+00,1.000006e+00,1.000002e+00,6.334179e-07,-6.334179e-07,-6.334179e-07,2.000004e+00
2.167000e-03,1.000000e+00,1.000006e+00,1.000001e+00,6.282954e-07,-6.282954e-07,-6.282954e-07,2.000002e+00
2.168000e-03,1.000000e+00,1.000006e+00,1.000000e+00,6.225988e-07,-6.225988e-07,-6.225988e-07,2.000001e+00
2.169000e-03,1.000000e+00,1.000006e+00,9.999996e-01,6.163396e-07,-6.163396e-07,-6.163396e-07,2.000000e+00
2.170000e-03,1.000000e+00,1.000006e+00,9.999990e-01,6.095295e-07,-6.095295e-07,-6.095295e-07,1.999999e+00
2.171000e-03,1.000000e+00,1.000006e+00,9.999984e-01,6.021808e-07,-6.021808e-07,-6.021808e-07,1.999997e+00
2.172000e-03,1.000000e+00,1.000006e+00,9.999978e-01,5.943062e-07,-5.943062e-07,-5.943062e-07,1.999996e+00
2.173000e-03,1.000000e+00,1.000006e+00,9.999972e-01,5.859187e-07,-5.859187e-07,-5.859187e-07,1.999995e+00
2.174000e-03,1.000000e+00,1.000006e+00,9.999966e-01,5.770318e-07,-5.770318e-07,-5.770318e-07,1.999994e+00
2.175000e-03,1.000000e+00,1.000006e+00,9.999961e-01,5.676592e-07,-5.676592e-07,-5.676592e-07,1.999993e+00
2.176000e-03,1.000000e+00,1.000006e+00,9.999955e-01,5.578153e-07,-5.578153e-07,-5.578153e-07,1.999992e+00
2.177000e-03,1.000000e+00,1.000005e+00,9.999949e-01,5.475143e-07,-5.475143e-07,-5.475143e-07,1.999990e+00
2.178000e-03,1.000000e+00,1.000005e+00,9.999944e-01,5.367711e-07,-5.367711e-07,-5.367711e-07,1.999989e+00
2.179000e-03,1.000000e+00,1.000005e+00,9.999939e-01,5.256009e-07,-5.256009e-07,-5.256009e-07,1.999988e+00
2.180000e-03,1.000000e+00,1.000005e+00,9.999934e-01,5.140189e-07,-5.140189e-07,-5.140189e-07,1.999987e+00
2.181000e-03,1.000000e+00,1.000005e+00,9.999928e-01,5.020408e-07,-5.020408e-07,-5.020408e-07,1.999986e+00
2.182000e-03,1.000000e+00,1.000005e+00,9.999924e-01,4.896825e-07,-4.896825e-07,-4.896825e-07,1.999985e+00
2.183000e-03,1.000000e+00,1.000005e+00,9.999919e-01,4.769599e-07,-4.769599e-07,-4.769599e-07,1.999984e+00
2.184000e-03,1.000000e+00,1.000005e+00,9.999914e-01,4.638894e-07,-4.638894e-07,-4.638894e-07,1.999983e+00
2.185000e-03,1.000000e+00,1.000005e+00,9.999909e-01,4.504875e-07,-4.504875e-07,-4.504875e-07,1.999982e+00
2.186000e-03,1.000000e+00,1.000004e+00,9.999905e-01,4.367708e-07,-4.367708e-07,-4.367708e-07,1.999981e+00
2.187000e-03,1.000000e+00,1.000004e+00,9.999901e-01,4.227561e-07,-4.227561e-07,-4.227561e-07,1.999981e+00
2.188000e-03,1.000000e+00,1.000004e+00,9.999897e-01,4.084602e-07,-4.084602e-07,-4.084602e-07,1.999980e+00
2.189000e-03,1.000000e+00,1.000004e+00,9.999893e-01,3.939002e-07,-3.939002e-07,-3.939002e-07,1.999979e+00
2.190000e-03,1.000000e+00,1.000004e+00,9.999889e-01,3.790932e-07,-3.790932e-07,-3.790932e-07,1.999978e+00
2.191000e-03,1.000000e+00,1.000004e+00,9.999885e-01,3.640563e-07,-3.640563e-07,-3.640563e-07,1.999977e+00
2.192000e-03,1.000000e+00,1.000003e+00,9.999881e-01,3.488069e-07,-3.488069e-07,-3.488069e-07,1.999977e+00
2.193000e-03,1.000000e+00,1.000003e+00,9.999878e-01,3.333623e-07,-3.333623e-07,-3.333623e-07,1.999976e+00
2.194000e-03,1.000000e+00,1.000003e+00,9.999875e-01,3.177396e-07,-3.177396e-07,-3.177396e-07,1.999975e+00
2.195000e-03,1.000000e+00,1.000003e+00,9.999872e-01,3.019563e-07,-3.019563e-07,-3.019563e-07,1.999975e+00
2.196000e-03,1.000000e+00,1.000003e+00,9.999869e-01,2.860295e-07,-2.860295e-07,-2.860295e-07,1.999974e+00
2.197000e-03,1.000000e+00,1.000003e+00,9.999866e-01,2.699767e-07,-2.699767e-07,-2.699767e-07,1.999973e+00
2.198000e-03,1.000000e+00,1.000003e+00,9.999863e-01,2.538151e-07,-2.538151e-07,-2.538151e-07,1.999973e+00
2.199000e-03,1.000000e+00,1.000002e+00,9.999861e-01,2.375617e-07,-2.375617e-07,-2.375617e-07,1.999972e+00
2.200000e-03,1.000000e+00,1.000002e+00,9.999859e-01,2.212336e-07,-2.212336e-07,-2.212336e-07,1.999972e+00
2.201000e-03,1.000000e+00,1.000002e+00,9.999856e-01,2.048479e-07,-2.048479e-07,-2.048479e-07,1.999971e+00
2.202000e-03,1.000000e+00,1.000002e+00,9.999854e-01,1.884215e-07,-1.884215e-07,-1.884215e-07,1.999971e+00
2.203000e-03,1.000000e+00,1.000002e+00,9.999853e-01,1.719710e-07,-1.719710e-07,-1.719710e-07,1.999971e+00
2.204000e-03,1.000000e+00,1.000002e+00,9.999851e-01,1.555131e-07,-1.555131e-07,-1.555131e-07,1.999970e+00
2.205000e-03,1.000000e+00,1.000001e+00,9.999850e-01,1.390642e-07,-1.390642e-07,-1.390642e-07,1.999970e+00
2.206000e-03,1.000000e+00,1.000001e+00,9.999848e-01,1.226405e-07,-1.226405e-07,-1.226405e-07,1.999970e+00
2.207000e-03,1.000000e+00,1.000001e+00,9.999847e-01,1.062583e-07,-1.062583e-07,-1.062583e-07,1.999970e+00
2.208000e-03,1.000000e+00,1.000001e+00,9.999846e-01,8.993335e-08,-8.993335e-08,-8.993335e-08,1.999969e+00
2.209000e-03,1.000000e+00,1.000001e+00,9.999845e-01,7.368131e-08,-7.368131e-08,-7.368131e-08,1.999969e+00
2.210000e-03,1.000000e+00,1.000001e+00,9.999845e-01,5.751765e-08,-5.751765e-08,-5.751765e-08,1.999969e+00
2.211000e-03,1.000000e+00,1.000000e+00,9.999844e-01,4.145757e-08,-4.145757e-08,-4.145757e-08,1.999969e+00
2.212000e-03,1.000000e+00,1.000000e+00,9.999844e-01,2.551601e-08,-2.551601e-08,-2.551601e-08,1.999969e+00
2.213000e-03,1.000000e+00,1.000000e+00,9.999844e-01,9.707643e-09,-9.707643e-09,-9.707643e-09,1.999969e+00
2.214000e-03,1.000000e+00,9.999999e-01,9.999844e-01,-5.953119e-09,5.953119e-09,5.953119e-09,1.999969e+00
2.215000e-03,1.000000e+00,9.999998e-01,9.999844e-01,-2.145217e-08,2.145217e-08,2.145217e-08,1.999969e+00
2.216000e-03,1.000000e+00,9.999996e-01,9.999844e-01,-3.677570e-08,3.677570e-08,3.677570e-08,1.999969e+00
2.217000e-03,1.000000e+00,9.999995e-01,9.999844e-01,-5.191021e-08,5.191021e-08,5.191021e-08,1.999969e+00
2.218000e-03,1.000000e+00,9.999993e-01,9.999845e-01,-6.684253e-08,6.684253e-08,6.684253e-08,1.999969e+00
2.219000e-03,1.000000e+00,9.999992e-01,9.999846e-01,-8.155981e-08,8.155981e-08,8.155981e-08,1.999969e+00
2.220000e-03,1.000000e+00,9.999990e-01,9.999847e-01,-9.604955e-08,9.604955e-08,9.604955e-08,1.999969e+00
2.221000e-03,1.000000e+00,9.999989e-01,9.999848e-01,-1.102996e-07,1.102996e-07,1.102996e-07,1.999969e+00
2.222000e-03,1.000000e+00,9.999988e-01,9.999849e-01,-1.242982e-07,1.242982e-07,1.242982e-07,1.999970e+00
2.223000e-03,1.000000e+00,9.999986e-01,9.999850e-01,-1.380338e-07,1.380338e-07,1.380338e-07,1.999970e+00
2.224000e-03,1.000000e+00,9.999985e-01,9.999852e-01,-1.514956e-07,1.514956e-07,1.514956e-07,1.999970e+00
2.225000e-03,1.000000e+00,9.999984e-01,9.999853e-01,-1.646727e-07,1.646727e-07,1.646727e-07,1.999970e+00
2.226000e-03,1.000000e+00,9.999982e-01,9.999855e-01,-1.775549e-07,1.775549e-07,1.775549e-07,1.999971e+00
2.227000e-03,1.000000e+00,9.999981e-01,9.999857e-01,-1.901323e-07,1.901323e-07,1.901323e-07,1.999971e+00
2.228000e-03,1.000000e+00,9.999980e-01,9.999859e-01,-2.023955e-07,2.023955e-07,2.023955e-07,1.999972e+00
2.229000e-03,1.000000e+00,9.999979e-01,9.999861e-01,-2.143353e-07,2.143353e-07,2.143353e-07,1.999972e+00
2.230000e-03,1.000000e+00,9.999977e-01,9.999863e-01,-2.259432e-07,2.259432e-07,2.259432e-07,1.999972e+00
2.231000e-03,1.000000e+00,9.999976e-01,9.999865e-01,-2.372108e-07,2.372108e-07,2.372108e-07,1.999973e+00
2.232000e-03,1.000000e+00,9.999975e-01,9.999868e-01,-2.481303e-07,2.481303e-07,2.481303e-07,1.999973e+00
2.233000e-03,1.000000e+00,9.999974e-01,9.999870e-01,-2.586944e-07,2.586944e-07,2.586944e-07,1.999974e+00
2.234000e-03,1.000000e+00,9.999973e-01,9.999873e-01,-2.688961e-07,2.688961e-07,2.688961e-07,1.999974e+00
2.235000e-03,1.000000e+00,9.999972e-01,9.999876e-01,-2.787288e-07,2.787288e-07,2.787288e-07,1.999975e+00
2.236000e-03,1.000000e+00,9.999971e-01,9.999878e-01,-2.881864e-07,2.881864e-07,2.881864e-07,1.999975e+00
2.237000e-03,1.000000e+00,9.999970e-01,9.999881e-01,-2.972632e-07,2.972632e-07,2.972632e-07,1.999976e+00
2.238000e-03,1.000000e+00,9.999969e-01,9.999884e-01,-3.059540e-07,3.059540e-07,3.059540e-07,1.999977e+00
2.239000e-03,1.000000e+00,9.999969e-01,9.999888e-01,-3.142541e-07,3.142541e-07,3.142541e-07,1.999977e+00
2.240000e-03,1.000000e+00,9.999968e-01,9.999891e-01,-3.221589e-07,3.221589e-07,3.221589e-07,1.999978e+00
2.241000e-03,1.000000e+00,9.999967e-01,9.999894e-01,-3.296646e-07,3.296646e-07,3.296646e-07,1.999978e+00
2.242000e-03,1.000000e+00,9.999966e-01,9.999897e-01,-3.367677e-07,3.367677e-07,3.367677e-07,1.999979e+00
2.243000e-03,1.000000e+00,9.999966e-01,9.999901e-01,-3.434652e-07,3.434652e-07,3.434652e-07,1.999980e+00
2.244000e-03,1.000000e+00,9.999965e-01,9.999904e-01,-3.497544e-07,3.497544e-07,3.497544e-07,1.999980e+00
2.245000e-03,1.000000e+00,9.999964e-01,9.999908e-01,-3.556330e-07,3.556330e-07,3.556330e-07,1.999981e+00
2.246000e-03,1.000000e+00,9.999964e-01,9.999911e-01,-3.610994e-07,3.610994e-07,3.610994e-07,1.999982e+00
2.247000e-03,1.000000e+00,9.999963e-01,9.999915e-01,-3.661523e-07,3.661523e-07,3.661523e-07,1.999983e+00
2.248000e-03,1.000000e+00,9.999963e-01,9.999919e-01,-3.707906e-07,3.707906e-07,3.707906e-07,1.999983e+00
2.249000e-03,1.000000e+00,9.999962e-01,9.999922e-01,-3.750139e-07,3.750139e-07,3.750139e-07,1.999984e+00
2.250000e-03,1.000000e+00,9.999962e-01,9.999926e-01,-3.788221e-07,3.788221e-07,3.788221e-07,1.999985e+00
2.251000e-03,1.000000e+00,9.999962e-01,9.999930e-01,-3.822157e-07,3.822157e-07,3.822157e-07,1.999986e+00
2.252000e-03,1.000000e+00,9.999961e-01,9.999934e-01,-3.851952e-07,3.851952e-07,3.851952e-07,1.999986e+00
2.253000e-03,1.000000e+00,9.999961e-01,9.999938e-01,-3.877619e-07,3.877619e-07,3.877619e-07,1.999987e+00
2.254000e-03,1.000000e+00,9.999961e-01,9.999942e-01,-3.899174e-07,3.899174e-07,3.899174e-07,1.999988e+00
2.255000e-03,1.000000e+00,9.999961e-01,9.999945e-01,-3.916635e-07,3.916635e-07,3.916635e-07,1.999989e+00
2.256000e-03,1.000000e+00,9.999961e-01,9.999949e-01,-3.930026e-07,3.930026e-07,3.930026e-07,1.999989e+00
2.257000e-03,1.000000e+00,9.999961e-01,9.999953e-01,-3.939375e-07,3.939375e-07,3.939375e-07,1.999990e+00
2.258000e-03,1.000000e+00,9.999961e-01,9.999957e-01,-3.944712e-07,3.944712e-07,3.944712e-07,1.999991e+00
2.259000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.260000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.261000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.262000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.263000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.264000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.265000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.266000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.267000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.268000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.269000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.270000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.271000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.272000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.273000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.274000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.275000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.276000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.277000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.278000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.279000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.280000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.281000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.282000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.283000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.284000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.285000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.286000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.287000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.288000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.289000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.290000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.291000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.292000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.293000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
2.294000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999992e+00
2.295000e-03,1.000000e+00,9.999961e-01,9.999961e-01,-3.946072e-07,3.946072e-07,3.946072e-07,1.999993e+00
